Title,Year,Movie URL,Synopsis
The Christmas That Almost Wasn't,1966,https://www.imdb.com/title/tt0059032/plotsummary?ref_=tt_stry_pl#synopsis,"Santa has to get a job as Santa to earn money to pay his overdue rent bill Sam Whipple, an attorney in once-upon-a-time-land, is startled to receive a visit from Santa Claus shortly before Christmas. It seems that when he was a child, Sam wrote a letter thanking Santa for the presents he'd received and offering to return the favor someday. That day is now: a mean old soul named Phineas Prune, who holds the deed to the North Pole, is demanding back rent. Otherwise, he'll evict Santa, Mrs. Claus, and the elves and take all the Christmas toys. It's up to Sam and Santa to find a way to pay off Prune and prevent Christmas from being canceled.—Eugene Kim <genekim@concentric.net> One evening, attorney Sam Whipple (Paul Tripp) is surprised to encounter Santa Claus (Alberto Rabagliati). Santa explains to Whipple that a multi-zillionaire named Phineas T Prune (Rossano Brazzi) has purchased the North Pole, and threatening to evict him by midnight on December 24th, if he doesn't pay the rent Prune claims he owes.Santa has sought out Whipple because when he was a child, he sent Santa a thank you letter, telling him to call on him if he needs anything. Sam wishes to fulfill that request, and they first stop by Prune's residence in town, only to be told by his imposing man-servant named Blossom, that Mr Prune is out.Santa then recommends Whipple accompany him to the North Pole, where he claims Prune shows up around supper every evening to demand the rent payment. Sam accepts the invitation, and soon meets Mrs Claus (Lydia Brazzi), and Santa's elven helpers.Soon enough, Mr Prune shows up, and is put on trial by Sam regarding his demands. Prune is soon willing to compromise on the rent, provided Santa stops giving presents to children...something Santa claims he is unwilling to do. When Sam begins to inquire into Prune's childhood, the man gets upset leaves.Following the events, Santa has his head bookkeeper named Jonathan (Mischa Auer) see if there are any records regarding Prune as a child.While this goes on, Sam hits on the idea that Santa will get a job and earn the money they need. Going to the owner of Prim's Department Store, Sam sells Mr Prim (Sonny Fox) on the idea that having a Santa Claus in his store will increase business. Prim accepts the idea, and also hires Sam as the store's janitor.When Prune finds out about this, he and Blossom attempt to sabotage the event, but to no avail...until they come up with a new idea.Finally it is Christmas Eve, and Santa and Sam tidy up the store, only to have a number lf boxes and toys fall apart. They are then surprised to encounter Mr Prune, who claims he has bought the department store from Mr Prim, and has decided to fire both of the men. However, Sam demands that they be paid for their work.Prune complies, but per his new store ordinance, employees must pay for broken merchandise, and takes from their pay, money for the broken toys, leaving Santa and Sam with only a few dollars.With hours to go, Santa and Sam are unsure what to do, until they encounter a small boy who recognizes Santa. After the two tell the boy their problems, he rallies all the children in town to Santa's aid, and the children give Santa their money.Meanwhile, Mr Prune has returned to the North Pole, eager to evict Santa, but as the clock strikes midnight, Santa and Sam return, with the money the children have given to them!With Prune's plot foiled, Santa quickly has presents loaded onto his sleigh, and brings Mrs Claus and Sam along to help. Before they take off, Jonathan adds an extra package to the delivery list.After making several deliveries, they take note of Jonathan's package, and find out it is for Mr Prune!The three deliver the present, only to wake Mr Prune. Opening the present, he finds it contains a sailboat, and a note from Jonathan. Years ago, a young Prune had sent a postcard to Santa requesting a sailboat, but the card was lost until in Jonathan and the elves' searches, it was found.Having gotten the sailboat, Prune's attitude softens, and he rushes out into the streets to wish the people a Merry Christmas.Santa then thanks Sam for his help, and he and Mrs Santa return to the North Pole."
Let's Not Get Angry,1966,https://www.imdb.com/title/tt0059499/plotsummary?ref_=tt_stry_pl#synopsis,"Antoine helps two former acquaintances escape the country, who repay him with a debt transfer. All he has to do is collect from some Léonard Michalon, but for that he will have to go into much trouble to keep the man alive."
Fireball 500,1966,https://www.imdb.com/title/tt0060415/plotsummary?ref_=tt_stry_pl#synopsis,"Stock car racer Dave Owens plays into the hands of whiskey runners by agreeing to drive in a cross-country road race. He is assisted by Jane Harris and Sonny Leander Fox. Soon Dave and Sonny begin a friendly rivalry for Jane. Track action filmed at the Ascot and Saugus Raceways near Los Angeles, local color shot in Charlotte, North Carolina.—alfiehitchie Dave Owens is an up-and-coming west coast stock car racer based out of Fresno, he admitting the female adulation as much of a rush as the driving itself. After winning the Riverside 500, he is making a swing of the American south on his way to his first ever Daytona 500. His current stop takes him to a small town dirt race track, where Sonny Leander Fox is the local ""Dave Owens"", Leander who is undefeated at the track. Leander is constantly followed by his adoring female groupies, which his girlfriend, straight-laced Jane Harris, doesn't mind in knowing that he needs to get such out of his system as he grows up. Leander too is heading to Daytona for the first time, Jane refusing to go with him until he does that growing up. It's dislike at first sight between Dave and Leander in their competition and Dave not liking the way Leander treats Jane. In his stay in town, Dave unwittingly gets caught up in the moonshine operation of the race promoter Charlie Bigg and the wealthy race track owner, young widowed Martha Bryan, who want Dave to be one of their runners in being able to outrun the revenuers. Falling squarely on the legal side but not being a fink, Dave gets caught in the middle when IRS agents Jack Hastings and Fred Bronson inform him that they know about him making a run for Charlie and Martha, even if he didn't know he was doing so at the time, and want him to help them shut down the operation or else send him to jail which would threaten his career, while, conversely, he starts to fall for Martha. Things get even more complicated when it looks as if a competitor is trying to corner the moonshine market and will do whatever required, including kill, to achieve that goal. Dave suspects the culprit is Leander, which if so would mean that Jane too is in potential danger.—Huggo"
The Hot Month of August,1966,https://www.imdb.com/title/tt0065242/plotsummary?ref_=tt_stry_pl#synopsis,"A chance encounter with an international playboy and a clandestine affair with a cryptic married woman entangle an unsuspecting young man in a well-planned conspiracy. Has anyone emerged unscathed from the unbreakable shackles of passion? A young man, Jason, is on his way home and meets two beautiful women, Hope and Alexis. He falls for Hope, but has sex with Alexis. He doesn't know that Alexis' husband has hired a private detective to trail her, and the man reports back to Alexis' husband about her affair with Jason. The husband kills Alexis but the police suspect Jason. He and Hope have to clear his name and find enough evidence to prove the husband is the killer.—frankfob2@yahoo.com Utterly disappointed in himself for not being able to stay in Athens, the recently discharged from the army, Iason Filippou, returns to Rhodes, kissing goodbye to his carefree lifestyle once and for all. However, a chance encounter with the self-assured international playboy, Kostas Makris, will plant the seeds of rebellion, against the backdrop of a fascinating new acquaintance with the affluent islander and mysteriously alluring married woman, Martha Foka. Blind with lust, Iason must have her, unbeknownst to him, however, that a piercing set of invisible eyes follow his every move. Above all, Martha's husband is a cynical plutocrat who is not going to take lying down his statuesque wife's shameless infidelity, letting a nobody steal his prized possession. Now, under August's scorching sun, a cold-blooded murder promises salvation from the insufferable burden of jealousy; nevertheless, has anyone emerged unscathed from the unbreakable shackles of passion?—Nick Riganas"
Secrets of a Windmill Girl,1966,https://www.imdb.com/title/tt0196079/plotsummary?ref_=tt_stry_pl#synopsis,"Exploitation film about the tragic life of a Windmill girl called Pat Lord, a fictional dancer in London's real-life historical striptease nightclub and nudie film theater, the (in)famous Windmill Theatre."
Once Upon a War,1966,https://www.imdb.com/title/tt0060299/plotsummary?ref_=tt_stry_pl#synopsis,"A young boy grows up during the German occupation of Denmark in World War II. Denmark is occupied by Nazi Germany, but 15-year-old Tim walks around in his own reality: family, love, friends and school fill his head and create excitement, joy and despair. The world-historical drama around him seems like a distant backdrop - but nevertheless plays a role in countless small and large ways in his life.—Nordiskfilm"
Mister Buddwing,1966,https://www.imdb.com/title/tt0059453/plotsummary?ref_=tt_stry_pl#synopsis,"An amnesiac (James Garner) wanders the streets of Manhattan trying to figure out who he is. A man (James Garner) wearing an expensive gray suit finds himself in Central Park in New York City not knowing who he is or how he got there; he doesn't even know how he takes his coffee. All he has in his possession is a crumpled piece of paper wrapped around a couple of pills; scribbled on the paper is a phone number. He is also wearing a ring with a broken stone, engraved with the monogram G.V. monogram, G.V. The phone number takes him to a woman who doesn't know who he is. Based on what she calls him and some item association, he begins to call himself ""Sam Buddwing"" if anyone asks him. As he wanders New York City in a daze, he believes he could be an escaped mental patient based on a newspaper story, his clothes, and the monogrammed ring. But a vision of a young brunette makes him remember a woman named Grace. He manages to spend time with a few women during the day, believing that each one is Grace. Time with one that he knows is not Grace might provide the strongest trigger to remember who he and Grace are and why he was in Central Park in such a despondent state.—Huggo Edward Volner (James Garner) has a recurring nightmare that recalls three stages of his marriage. In his dream, he is an amnesiac who has several unlikely allies in his search for who he is. Dame Angela Lansbury and Jack Gilford portray unlikely benefactors, and a group of Washington Square denizens saves him from a beat cop. , as well as a group of Washington Square denizens who save him from a beat cop. Katharine Ross, Suzanne Pleshette, and Jean Simmons portray his wife during three stages of his marriage. This movie depicts social issues of the first half of the 1960s, including birth control, abortion, and police corruption. James Garner claims in his biography that this surreal film was the worst of his career. Its dark character study is definitely not your typical James Garner movie. Pay close attention to the opening shot and the closing shot, especially the final few seconds.—RJC A well-dressed man (James Garner) wakes up on a bench in New York City's Central Park, with no idea of who he is, or how he got there. All he can find in his pockets are a train schedule, a couple of drug capsules, and a piece of paper with a phone number on it. On his right hand: a ring with a cracked stone; engraved on the inside of the band is the inscription, ""From G.V."" Armed with these meager clues, the man, adopting the name ""Sam Buddwing"" (inspired by a passing Budweiser beer truck and a plane flying overhead), sets out to learn his true identity. Along the way, he encounters a variety of people, including three different women who all remind him of someone named ""Grace"" in different ways.—Eugene Kim <gene_kim@earthlink.net>"
Bang! Bang! You're Dead!,1966,https://www.imdb.com/title/tt0060148/plotsummary?ref_=tt_stry_pl#synopsis,"One of six travelers who catch the bus from Casablanca airport to Marrakesh is carrying $2 million to pay a local operator to fix United Nations votes. But which one? One of six travellers who catch the bus from Casablanca airport to Marrakesh is carrying $2 million to pay a local operator to fix United Nations votes. But which one?—Jeremy Perkins {J-26} The scene is in the ancient North African city of Marrakesh, Morocco, where hired assassin Jonquil (Klaus Kinski), is plying his trade by murdering Phillippe (Keith Peacock). hiding the body and them going to the airport terminal and carefully photographing each of the debarking passengers as they board the bus for the city. Jonquil works for an evil and wealthy Briton, Mr. Casimir (Herbert Lom), who is trying to engineer a two-million dollar deal which would shift a crucial United Nations vote in favor of Red China. The key to the deal is to make contact with an unknown courier due to arrive in Marrakesh carrying the cash and who will in turn receive top-secret documents from Casimir. He knows one of the new arrivals is the Red China emissary, while the others might unclad one or more counter-espionage agents trying to halt, all of which bedevils Casimir greatly. Suspicion centers upon oil representative Andrew Jessel (Tony Randall), beautiful journalist Kyra Stanovy (Senta Berger), plumbing salesman Arthur Fairbrother (Wilfrid Hyde-White) and travel agency executive George Lillywhite (John Le Mesurier), with Casimir's shapely mistress Samia Voss (Magaret Lee), trying to help Jonquil spot the courier. Meanwhile, Jessel and Kyra become involved in a mix-up of rooms at the hotel and, when he discovers the body of Phillipe in her closet, agrees to help her dispose of the corpse. In a series of chases , it develops that Casimir knows Kyra from Paris and is trying to frame her for the murder of Phillippe, although he suspects her, then Jessel and the others as the mysterious Chine emissary who has chosen to delay the delivery of the money. Jessel then becomes Casimir's prime suspect when he goes to protest the attempted frame-up of Kyra and then becomes Johnquil's murder target when Jessel inadvertently takes a briefcase containing the valuable spy documents. The climactic chase of Jessel and Kyra takes them through the streets and bazaars of Marrakesh into the mountains of Morocco where they are saved from the airborne Jonquil and other Casiir henchmen by a mysterious English-educated Aran chieftain El Caid (Terry-Thomas). Whe El Caid hears their story, he goes to their aid and works with Jessel and Krya to bait a Tao for Casimir and the as-yet-unknown Chinese courier. In the end, Jessel is unmasked as a hotel- corporation advance-man seeking a site for a new resort. Kyra is revealed as an American CIA agent, Lillywhite as an English tax-agent...and Fairbrother as the Chinese courier who is captured with Casimir, after the death of Jonquil, to foil the plot to fix the United Nations vote."
Johnny Reno,1966,https://www.imdb.com/title/tt0060564/plotsummary?ref_=tt_stry_pl#synopsis,"The townsfolk are set on lynching an accused killer held in the town lockup. But US Marshal Johnny Reno stands in their way. One of the thirteen low-budget westerns produced by A.C. Lyles in the sixties. The premise is a simple one: Sheriff Johnny Reno is heading to a small town in order to see his one-time sweetheart Nona Williams. On the way, he is set upon by two brothers who think he is after them. Forced to shoot one, he captures the other, Joe Conners, and brings him into town. His prisoner insists he is innocent of the crime the whole town wants him hanged for, and after hearing his story, will Andrews believe him?—phillindholm"
Anbe Vaa,1966,https://www.imdb.com/title/tt0370279/plotsummary?ref_=tt_stry_pl#synopsis,"A rich industrialist finds romance in comic mix-up at a hill station. MGR is the richest man in Tamil Nadu (!), Seeking an escape from his busy life, he takes off to his sprawling property in the hills, only to find that his home is being rented out as a hotel by his manager's crooked son-in-law (Nagesh). Disguising himself as a guest, he pays nightly charges to stay at his own home to woo sassy socialite (Saroja Devi). A classic MGR with the usual colourful sets, grand songs, and boisterous one-liners. Super timepass, as they say.—Joyojeet Pal"
Amrapali,1966,https://www.imdb.com/title/tt0060104/plotsummary?ref_=tt_stry_pl#synopsis,"A victory over neighboring state Vaishai has always eluded Magadh Samrat Ajaatshatru despite being winning and taking control over all neighboring states. He attacks Vaishali only get defeated again. Wounded, lost and on the run, Ajaatshatru dons the guise of a Vaishali soldier and takes shelter with a woman named Amrapali and they fall in love with each other. Ajaatshatru finds an ally in Senapati Balbadhra Singh and both start a plot to gain control of Vaishali. Vaishali Samrat comes to know about Ajaatshatru and Amrapali's liaison with him, he sentences her with a death penalty. Ajaatshatru is enraged at this, he gathers together his armies and storms the unsuspecting Vaishali and virtually burns the city down, killing almost everyone in it. This accomplished, he rushes to free his beloved from the dungeons. He does set her free but it is not the same Amrapali; this Amrapali is quite different. She is not at all thrilled to be in the presence of her conqueror lover. She teaches him what he won in the battle ground but what he lost in reality.—Vinod Arya His hunger for conquest not satiated, even after repeated victories, Samrat Ajaatshatru of Magadh would like to continue on his winning spree, as the only unconquered city is that of Vaishali. His astrologers forewarn him; his Senapati cautions him that his army is tired and needs to rest; his very own mother refuses to let take part in any war - but he refuses to listen to anyone and hastens to war - which leads to subsequent defeat at the hands of the Vaishali army. Wounded, lost, and on the run from enemy soldiers, Ajaatshatru dons the guise of a Vaishali soldier and takes shelter with a woman named Amrapali. When he recovers both find that they are in love with each other. Ajaatshatru finds an ally in Senapati Badbadhra Singh and both start to plot against Vaishali - this time by reducing the number of soldiers, making them addicted to alcohol, poor training methods, and poor pay - thus demoralizing them, and paving the way for an easy victory for Magadh. When the Samrat of Vaishali finds out that Amrapali, who is now the Raj Nartaki (Princely Courtesan) and has been having an affair with the Samrat of Magadh - he sentences her to prison in a dungeon for the rest of her life. Ajaatshatru is enraged at this, he gathers together his armies, and storms the unsuspecting Vaishalis and virtually burns the city down, killing almost everyone in it. This accomplished, he rushes to free his beloved from the dungeons. He does set her free - but it is not the same Amrapali - this Amrapali is quite different and not at all thrilled to be in the presence of her conqueror lover.—rAjOo (gunwanti@hotmail.com)"
War Between the Planets,1966,https://www.imdb.com/title/tt0059588/plotsummary?ref_=tt_stry_pl#synopsis,Scientists try to prevent a collision between Earth and a planet that is heading for it.
Kaleidoscope,1966,https://www.imdb.com/title/tt0060581/plotsummary?ref_=tt_stry_pl#synopsis,"Romantic comedy which has Barney Lincoln and Angel McGinnis as a pair of amorous adventurers in the gambling places of London and the Riviera. Barney Lincoln is a rambling gambling man who scores sensational wins at poker and chemin de fer because he has succeeded in marking the original plates for the backs of all the playing cards manufactured in a plant in Geneva and used in all the gambling joints in Europe. In his gambling depredation, Barney is spotted by Angel McGinnis, the daughter of a Scotland Yard Inspector 'Manny' McGinnis on the lookout for a man to do a job. The inspector enlists Barney's help in playing poker with a shady London character whom Scotland Yard wants to force to financial ruin.—alfiehitchie Despite being independently wealthy, American Barney Lincoln, just because he can, devises and executes a plot to mark the master printing plates for the playing cards manufactured by Geneva-based Kaleidoscope, whose cards have an intricate kaleidoscope pattern on their backs. In marking the cards and knowing to which casinos the cards are to be shipped, Barney is able to win big at casino card games by reading the marked cards. Along for the ride is his new London based girlfriend, Angel McGinnis, who unknown to Barney has her own motivations in following him. Angel doesn't know what Barney is up to beyond believing that he is a good card player - too good. However, Scotland Yard does know what Barney is up to, and they co-opt him for a ploy of their own, namely to squeeze one of their marks, sadistic global narcotics dealer Harry Dominion. Dominion, who is currently deep in debt to finance a project, owns and operates his own casino, and Scotland Yard wants Barney to drain him of his funds at this vulnerable state in his life through card games of chance at his casino. Barney has no option but to cooperate with Scotland Yard. In doing so, Barney puts his and Angel's lives at risk especially if Dominion figures out Barney's scam.—Huggo Barney Lincoln (Warren Beatty) is a cheeky young playboy with a taste for gambling who devises the ultimate scheme to cheat the casinos. After finding out that all of the casinos use the same playing card manufacturer, he breaks in and marks the kaleidoscopic pattern on printing plates for the cards. Soon the winnings mount up as he travels across Europe beating the odds. But Barneys troubles begin when he falls for the swinging fashion designer Angel (Susannah York), who discovers his deception. Her father, Manny McGinnis (Clive Revill), is a Scotland Yard inspector who offers Barney a deal. He will keep quiet about the cards if Barney helps him catch international drug smuggler Harry Dominion (Eric Porter) through a high-stakes poker game"
Las Vegas Hillbillys,1966,https://www.imdb.com/title/tt0060618/plotsummary?ref_=tt_stry_pl#synopsis,"A Hillbilly hits the big time in Las Vegas. When Woodrow Wilson Weatherby, a Tennessee wood hauler, inherits a Las Vegas casino from his uncle, he goes to investigate the property, only to find that it comes with a $38,000 debt and a couple of persistent creditors. But Woody's Aunt Clementine has some ideas they hope can turn the business around.—George S. Davis <mgeorges@prodigy.net>"
The Thief,1966,https://www.imdb.com/title/tt0061164/plotsummary?ref_=tt_stry_pl#synopsis,Much to the detriment of his foster dad a middle class woman tries to reclaim her six years old boy she abandoned at birth.
The Christmas Tree,1966,https://www.imdb.com/title/tt0060236/plotsummary?ref_=tt_stry_pl#synopsis,"Outpatient Gary determines to get a tree for the children who will be in hospital for Christmas. He enlists the aid of brother and sister and they set out to find one. Gary with sister and very young brother, set off to a hospital ward with a Christmas tree. A long but eventful journey takes them on various forms of transport, and a lot of walking, it leads them through many incidents, and involves many interesting and entertaining people. Meanwhile, parents and police trying to track down the children and a Christmas tree.—LB"
A Matter of Resistance,1966,https://www.imdb.com/title/tt0059872/plotsummary?ref_=tt_stry_pl#synopsis,"During World War II, just before the liberation of France, a beautiful lady finds herself in the midst of bizarre doings from her admirers. In the countryside near Normandy's beaches lives Marie, unhappy. It's 1944, she's married to Jérôme, a somewhat fussy milquetoast, diffident to the war around him and unwilling to move his wife to Paris, where she longs to live, shop, and party. A German outfit is bivouacked at Jérôme and Marie's crumbling château because its commanding officer is pursuing Marie. She's also eyed by a French spy working with the Allies as they plan D-Day. He woos her (posing to the Germans as her brother) and, in his passion, forgets his mission. Heroics come from an unexpected direction, and Marie makes her choice.—<jhailey@hotmail.com>"
The Upper Hand,1966,https://www.imdb.com/title/tt0060349/plotsummary?ref_=tt_stry_pl#synopsis,"In Paris, a gold smuggler is at war with other local gangsters who want piece of the action. Then the mob shows up and makes things worse. Also, an undercover US Treasury Department agent is trying to infiltrate the smuggler's business. Paul Berger, an ageing criminal and nightclub owner, pulls the strings behind an international gold smuggling ring. With the help of well-connected Walter, his right-hand man, Paul recruits men with no criminal record to do the dirty work under the nose of the police. However, the mob is onto them, wanting a piece of the action, and as if that weren't enough, there's a snitch in their midst: an undercover US Treasury Department agent. When a partner meets his brutal end, Paulo decides to take matters into his own hands. Now, the guns have the final say.—Nick Riganas"
Press for Time,1966,https://www.imdb.com/title/tt0060857/plotsummary?ref_=tt_stry_pl#synopsis,"The British P.M.'s grandson, Norman, becomes a reporter for a provincial newspaper where he causes hilarious chaos. Norman is quite happy selling newspapers outside Westminster station but his Grandfather (the Prime Minister) wants to get him ""a more responsible job"". A few favours are called in and Norman becomes the newest reporter at the seaside town of Tinmouth. After causing chaos at a local council meeting and causing the demolition of a new house he tries to organise a beauty pageant. A slapstick tale of corruption in high and low places.—Steve Crook <steve@brainstorm.co.uk>"
Misunderstood,1966,https://www.imdb.com/title/tt0060538/plotsummary?ref_=tt_stry_pl#synopsis,"A study of bitter relationships between a widower and his two sons. Andrew's brave front convinces his father that he is unaffected by his mother's death. Playmate and protector of his little brother Miles, he is often blamed when mischief goes wrong. Only when tragedy strikes does his father recognize Andrew's true qualities.—Cleo <frede005@maroon.tc.umn.edu>"
The Hunchback of Soho,1966,https://www.imdb.com/title/tt0060192/plotsummary?ref_=tt_stry_pl#synopsis,A woman is kidnapped and her identity is stolen by criminals attempting to collect her inheritance.
Return of Daimajin,1966,https://www.imdb.com/title/tt0062853/plotsummary?ref_=tt_stry_pl#synopsis,"Giant statue exacts revenge upon those who conquer its worshippers. After conquering a village, an evil warlord sets his sights on another by the lakeside. He kidnaps village local Katsushige Nakoshi (Kôichi Uenoyama) and offers an ultimatum to the villagers to hand over one of their protectors, Lord Juro (Kôjirô Hongô), in exchange for the release of Katsushige. But, Lord Juro and the brave people defy the evil doers and decide to fight for their freedom and their homeland themselves. When their sacrifices seem in vain, they pray to their stone god to awaken and fight for them.—Oliver Chu"
An Eye for an Eye,1966,https://www.imdb.com/title/tt0060386/plotsummary?ref_=tt_stry_pl#synopsis,"A former bounty hunter teams up with a younger one, to track down and kill the wanted gang leader who murdered his wife and little boy. Talion is a retired bounty hunter with many enemies who still want him dead. When Talion is away from his farm three wanted men, Ike Slant and the Beetson brothers, burn Talion's farm after killing his wife and son. Talion returns to see his house ablaze and his family dead. He sets-out to track the bad guys and kill them. On the way he strikes a friendship with a young bounty hunter, Benny Wallace, who also is tracking the Slant gang. They join forces and come across a trading post, run by the Quinces, where they stay overnight. Talion falls in love with Quince's daughter, Bri. The next day they find the camp where the Beetson brothers are waiting for their leader to return. Talion and Benny Wallace set up an ambush and wait for Ike Slant to return to his gang. When Ike Slant finally shows up all hell breaks loose.—nufs68"
El alazán y el rosillo,1966,https://www.imdb.com/title/tt0280410/plotsummary?ref_=tt_stry_pl#synopsis,"Rosendo vuelve a su pueblo natal, San Fernando, pero un antiguo amigo suyo ha estafado por toda la región. El decide frenar ese pillaje y se propone con Rosillo, un pura sangre, ganar varias carreras para devolver a los campesinos sus propiedades.—Anonymous"
Face to Face,1966,https://www.imdb.com/title/tt0145413/plotsummary?ref_=tt_stry_pl#synopsis,"Penniless and without a future, an English teacher agrees to tutor a pampered woman, only to become enmeshed in a strange reality and a downward spiral of desire and illusion, guilt and self-contempt. Will the ugly truth set him free? English professor Dimitris (Kostas Messaris) has a brief affair with Varvara (Eleni Stavros), daughter of a wealthy family, whom he tutors in order for her to marry an English businessman. His disappointment and lost dreams make him blame his employers for his personal failure, but his need makes him accept their offers. In his dreams he identifies them with the Germans during the Occupation. Besides his love affair with Varvara, which stops abruptly after the Englishman arrives, the professor succumbs to an affair with her mother (Theano Ioannidou). Penniless, without a future, and in desperate need of a job, Dimitris, a young English teacher, agrees to tutor Varvara, the pampered daughter of an affluent business entrepreneur. However, much to his surprise, Dimitris has only fifteen days to teach Varvara the basics of the language before her British husband-to-be arrives in Athens. Instead, Dimitris finds himself enmeshed in a strange reality far different from his, balancing between desire and illusion, guilt and self-contempt. When Dimitris comes face-to-face with the ugly truth, will he be able to set himself free?—Nick Riganas"
Sound of Horror,1966,https://www.imdb.com/title/tt0058601/plotsummary?ref_=tt_stry_pl#synopsis,"When a group of isolated people in the Greek mountains set off a cave explosion, they are menaced by an invisible shrieking dinosaur that had been buried for eons."
Death of a Bureaucrat,1966,https://www.imdb.com/title/tt0060722/plotsummary?ref_=tt_stry_pl#synopsis,A young man attempts to fight the system in an entertaining account of bureaucracy amok and the tyranny of red tape. A Cuban worker dies accidentally and is buried with his union card. It soon turns out that the widow will absolutely need the card for claiming her pension. Their young nephew starts his hilarious fight against the authorities in order to disinter and rebury his uncle and retrieve the precious document.—Markku Kuoppamäki
Hold On!,1966,https://www.imdb.com/title/tt0060512/plotsummary?ref_=tt_stry_pl#synopsis,"British beat group Herman's Hermits, on tour in the USA, is offered an opportunity to have a spaceship named after the group. Several people seem to care whether it happens or not. The U.S. State Department is facing a PR nightmare: As the astronauts on the next Gemini mission were unable to come up with the name for the spacecraft for luck, as is custom, they allowed their children to come up with the name. Their choice:Herman's Hermits. The fact that Herman's Hermits is a rock band is the lesser of the problems; the main one is that they are not even American, but British, evoking the Revolutionary War. Colby Grant of the State Department assigns Cape Kennedy Space Center scientist Ed Lindquist, whom he believes is the source of the problem in letting it happen, to follow the band on their current first-ever American tour so they can spin this problem effectively, Ed, a middle-age white man who is frustrated by this assignment in having no idea about the band or their music. Beyond the lads wanting to experience life in the States unencumbered, Ed has the additional problems of going through Dudley Hawks, the band's manager and the only one allowed to manufacture their publicity; and the throngs of adoring young female fans wherever the band goes. Of those adoring young female fans, the two causing the most problems are: Cecilie Bannister, an aspiring starlet who feigns being old friends with Herman as leverage for upcoming contract negotiations with her studio; and Louisa ""Louie"" Page, with whom Herman falls in love-at-first-sight.—Huggo"
"Shoot Loud, Louder... I Don't Understand",1966,https://www.imdb.com/title/tt0061008/plotsummary?ref_=tt_stry_pl#synopsis,"Stuck in a dream world of his own, Italian sculptor Albert Saporito (Marcello Mastroianni) sometimes has difficulty separating truth from fiction. When he dreams that his gangster neighbor has been murdered, he reports the crime to the Police, only to involve himself in a complicated situation.—morroviolet"
Moment to Moment,1966,https://www.imdb.com/title/tt0060711/plotsummary?ref_=tt_stry_pl#synopsis,"A psychiatrist's wife thinks her French Riviera lover is dead. The French Riviera. With a lifeless body lying on her kitchen floor, Kay Stanton, the glamorous American wife of a renowned psychiatrist, is in shock. After all, the loaded pistol in the lady's hand doesn't lie--Kay has just shot a man. As Kay calls out her best friend Daphne Fields to help her, vivid flashbacks depict an ill-advised whirlwind romance filled with chance encounters, sinful desires, and remorse. Now, the French police are on the tangled case, and shrewd Inspector DeFargo already smells a rat. And the question remains. Can a moment of weakness destroy everything one holds dear?—Nick Riganas"
Kriminal,1966,https://www.imdb.com/title/tt0060608/plotsummary?ref_=tt_stry_pl#synopsis,A mastermind thief known as Kriminal narrowly escapes execution. He always manages to stay one step ahead of the law with each new crime he commits. Will Kriminal be able to pull of his biggest score yet or will a double cross lead to his demise?
Line of Demarcation,1966,https://www.imdb.com/title/tt0060630/plotsummary?ref_=tt_stry_pl#synopsis,1941. A little town in the Jura is cut in half by a river that forms the border between Nazi-occupied France and the free zone.
Orlovi rano lete,1966,https://www.imdb.com/title/tt0060798/plotsummary?ref_=tt_stry_pl#synopsis,"A group of kids from the Bosnian village often run away from school from the terror of Pepper, a teacher who got his nickname because of his red nose. Soon they formed a brigand division, but have been discovered and caught. The sudden arrival of year 1941 turns their game into reality.—Mario"
A Few Dollars for Django,1966,https://www.imdb.com/title/tt0060084/plotsummary?ref_=tt_stry_pl#synopsis,"Sent to Montana to hunt down bank robbers, a bounty hunter takes the star off a replacement sheriff who didn't reach his destination and steps into a range war between farmers and cattlemen."
The Hired Killer,1966,https://www.imdb.com/title/tt0062347/plotsummary?ref_=tt_stry_pl#synopsis,"Hit-man Clint Harris has one more job to do before he can retire. He's to kill an ex-employee who has become a snitch for the police. At first Harris refuses, but when his brothers assassinated, he's forced to accept. He's assigned an assistant, whom he teaches the ropes as they pursue their prey. When a beautiful woman identifies the target, it turns out it's the wrong man. As bodies pile up as he wonders whom he can really trust.—Fiona Kelleghan <fkelleghan@aol.com>"
That Riviera Touch,1966,https://www.imdb.com/title/tt0061085/plotsummary?ref_=tt_stry_pl#synopsis,"Two friends decide to have a holiday in the south of France. Arriving at a deserted villa, they soon become involved with a gang of jewel thieves and a beautiful woman. After a mix-up with a member of the Royal Family, traffic wardens Eric and Ernie decide to take a holiday to the South Of France. However, when they arrive there, they find themselves caught up in the plot of Le Pirate who has stolen a collection of valuable jewels and plans to use Eric and Ernie to smuggle the collection out of France. He lures them to an old villa filled with traps and uses Claudette, another member of the gang, to keep Eric and Ernie busy. However, other jewel thieves are after the jewels and Eric continues to find their bodies in the villa just before it disappears. However, while they fight over the love of Claudette, Eric and Ernie begin to wonder just what is going on, and begin to investigate. As to Claudette, whose side is she on...?—Lee Horton <Leeh@tcp.co.uk>"
